LSV name	Delta Deltapsi (HS - Control)
NM_167958:s:2633538-2633809	-0.010041876954155371;0.01004189248151614
NM_001144404:s:2633538-2633809	-0.010041876954155371;0.01004189248151614
NM_139476:s:2633538-2633809	-0.010041876954155371;0.01004189248151614
NM_001014599:s:21272499-21272667	-0.010027131358247647;0.01002715970266608
NM_168894:s:21272499-21272667	-0.010027131358247647;0.01002715970266608
NM_079472:s:21272499-21272667	-0.010027131358247647;0.01002715970266608
NM_135679:s:11850390-11851551	0.010022936133208274;-0.01002292660870125
NM_164975:s:11850307-11851551	0.010022936133208274;-0.01002292660870125
NM_001201862:s:11850307-11851551	0.010022936133208274;-0.01002292660870125
NM_134475:s:19573604-19573874	0.010003946449457391;-0.010003940224148414
NM_001201744:s:19573604-19573874	0.010003946449457391;-0.010003940224148414
NM_001273037:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_001273036:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_164501:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_078736:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_001298639:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_001298638:t:2798486-2798836	-0.012579259041724179;-1.5150493753201562e-24;-8.408743176401807e-08;0.010000803808229888
NM_165744:t:10104256-10104409	-0.02254252402005419;-4.821191461511289e-25;0.009985062521373489;-4.821191461511289e-25;-4.821191461511289e-25
NM_206070:t:10104256-10104409	-0.02254252402005419;-4.821191461511289e-25;0.009985062521373489;-4.821191461511289e-25;-4.821191461511289e-25
NM_001272245:t:2111704-2115701	-0.013654504798877323;-1.5150493753201562e-24;0.00998235753592823
NM_001273497:s:13002623-13003320	0.009979355909461371;-0.009979354705546312
NM_078836:s:13002623-13003320	0.009979355909461371;-0.009979354705546312
NM_165566:s:7829062-7829255	0.009976913392677582;-0.009976900896014647
NM_057867:s:9431971-9432178	-0.009975215264275139;0.009975201504889182
NM_001103770:s:9431971-9432178	-0.009975215264275139;0.009975201504889182
NM_001273896:s:9431971-9432178	-0.009975215264275139;0.009975201504889182
NM_001259295:s:9431971-9432178	-0.009975215264275139;0.009975201504889182
NM_136913:t:12308941-12310412	0.00994431869529022;-1.5150493753201562e-24;-0.011629966789311202
NM_165524:s:7444349-7444627	-0.009931209966611525;0.009931229441647194
NM_001144140:s:7444349-7445517	-0.009931209966611525;0.009931229441647194
NM_001144141:s:7444349-7445517	-0.009931209966611525;0.009931229441647194
NM_080158:s:21318127-21318419	0.009917151822770448;-0.006041016577968322;-0.0026128567587046757
NM_165374:s:21318127-21318419	0.009917151822770448;-0.006041016577968322;-0.0026128567587046757
NM_001273743:s:21318127-21318419	0.009917151822770448;-0.006041016577968322;-0.0026128567587046757
NM_001273744:s:21318127-21318419	0.009917151822770448;-0.006041016577968322;-0.0026128567587046757
NM_001347792:s:21318127-21318419	0.009917151822770448;-0.006041016577968322;-0.0026128567587046757
NM_080330:s:4359067-4360330	0.00990983489188323;-0.009909812508695456
NM_001014721:s:4359067-4360330	0.00990983489188323;-0.009909812508695456
NM_164321:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_206426:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_176394:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_001043192:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_164319:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_206427:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_080126:s:4240589-4240714	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061
NM_080344:s:10479836-10480028	-0.00989080433218246;0.009890797096045564
NM_001272481:s:10479789-10480028	-0.00989080433218246;0.009890797096045564
NM_206677:s:10479836-10480028	-0.00989080433218246;0.009890797096045564
NM_167232:s:10479836-10480028	-0.00989080433218246;0.009890797096045564
NM_170259:s:26106868-26107342	0.009888776641113371;-0.00988874162260905
NM_078860:s:16505496-16505948	-0.009882786556429358;0.009882759984802734
NM_001273572:s:16505496-16505948	-0.009882786556429358;0.009882759984802734
NM_001273571:s:16505496-16505948	-0.009882786556429358;0.009882759984802734
NM_001273573:s:16505496-16505948	-0.009882786556429358;0.009882759984802734
NM_165164:s:16505496-16505948	-0.009882786556429358;0.009882759984802734
NM_001104112:s:11160781-11160932	0.009868382866384875;-0.009868409271287043
NM_001014552:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_166704:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001014553:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001202080:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001202079:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_079136:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001202081:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001259587:s:24991625-24991973	-0.016818767004386635;-1.5150493753201562e-24;0.009858226789674216
NM_001275707:s:16442403-16443007	0.00984647547654324;-0.00984647316028063
NM_142286:s:16442403-16443007	0.00984647547654324;-0.00984647316028063
NM_136741:s:10433039-10433203	0.009808731039758187;-0.009808748718511298
NM_001273938:s:10433039-10433203	0.009808731039758187;-0.009808748718511298
NM_001038849:s:10433039-10433203	0.009808731039758187;-0.009808748718511298
NM_165770:s:10433039-10433203	0.009808731039758187;-0.009808748718511298
NM_001316413:s:10433039-10433203	0.009808731039758187;-0.009808748718511298
NM_001103770:s:9432235-9432425	-0.009806815444852096;0.009806798187645092
NM_001259295:s:9432235-9432425	-0.009806815444852096;0.009806798187645092
NM_001273896:s:9432235-9432425	-0.009806815444852096;0.009806798187645092
NM_057867:s:9432235-9432425	-0.009806815444852096;0.009806798187645092
NM_131994:s:5427754-5427957	-0.034763992806695135;3.327676783698776e-09;0.00979615972330631
NM_168308:s:8985419-8985594	-0.009767730107682752;0.009767687007567187
NM_001275741:s:17536033-17536699	-0.009760104942897713;0.009760102297521424
NM_169762:s:17535967-17536699	-0.009760104942897713;0.009760102297521424
NM_001275742:s:17536033-17536699	-0.009760104942897713;0.009760102297521424
NM_142375:s:17536033-17536699	-0.009760104942897713;0.009760102297521424
NM_001298390:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_078640:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_001258777:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_167489:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_001258778:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_167491:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_167490:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_176741:s:16284312-16284761	-0.009754809299954998;0.00975479466055711
NM_079484:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001275269:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001259945:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001170022:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001043154:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001259944:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_206423:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001275268:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_168946:s:21915536-21915655	-0.002191385599516863;0.0004952759387703703;0.009747195080164535
NM_001274225:s:23608132-23608942	-0.009742868257106272;0.009742877642738745
NM_001259553:s:23608132-23608681	-0.009742868257106272;0.009742877642738745
NM_166613:s:23608132-23608681	-0.009742868257106272;0.009742877642738745
NM_136616:s:9135765-9135995	-0.009728752927250936;0.0097287396029879
NM_206061:s:9135765-9135995	-0.009728752927250936;0.0097287396029879
NM_001275187:s:20495347-20495519	-0.009701542893454127;0.009701537975824553
NM_140977:s:20495352-20495519	-0.009701542893454127;0.009701537975824553
NM_001201751:s:1652775-1653835	-0.009696083603896071;0.009696097066752922
NM_001258910:s:1652775-1653835	-0.009696083603896071;0.009696097066752922
NM_164430:s:1652775-1653835	-0.009696083603896071;0.009696097066752922
NM_001298682:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_164625:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_164627:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001014468:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_164626:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001014469:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001014467:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001273155:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_078756:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001273154:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001201761:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_001298683:s:5067309-5068227	-1.5150493753201562e-24;-0.012530819363383423;0.00969513364504811
NM_206423:s:21921054-21921327	-0.009690775055383079;0.009690768819418744
NM_079484:s:21920903-21921327	-0.009690775055383079;0.009690768819418744
NM_001275268:s:21921057-21921327	-0.009690775055383079;0.009690768819418744
NM_168946:s:21921057-21921327	-0.009690775055383079;0.009690768819418744
NM_001259947:s:21920903-21921327	-0.009690775055383079;0.009690768819418744
NM_001316446:s:21921042-21921327	-0.009690775055383079;0.009690768819418744
NM_001275269:s:21921042-21921327	-0.009690775055383079;0.009690768819418744
NM_166614:t:23607592-23608051	-0.009787967773862854;-1.5150493753201562e-24;0.00968635502317823
NM_166615:t:23607592-23608051	-0.009787967773862854;-1.5150493753201562e-24;0.00968635502317823
NM_137969:t:23607592-23608051	-0.009787967773862854;-1.5150493753201562e-24;0.00968635502317823
NM_001258865:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_001258864:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_206804:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_167751:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_167752:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_206805:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_167754:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_001258863:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_078709:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_167753:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_001258867:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_001258866:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_001258862:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_206803:s:21383030-21383383	-0.00968409607393371;0.009684085599162895
NM_057217:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_001273184:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_001273182:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_001273183:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_057218:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_057219:s:5947018-5947171	-0.009679051250477055;0.009679054304737658
NM_001259874:t:16799484-16799954	0.009671698741968642;5.597105019916881e-08;-6.476442235053129e-05;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.009889831626211886
NM_142044:s:13675801-13676127	0.009657665074735311;-0.009657640991083979
NM_139408:s:1821807-1822098	-0.009653780351211977;0.00965379149903628
NM_078528:s:8250798-8251129	-0.009650109796294663;0.009650117809130707
NM_167152:s:8250798-8251129	-0.009650109796294663;0.009650117809130707
NM_170219:s:25307689-25307909	-0.009647394731639468;0.009647404662028349
NM_170218:s:25307689-25307909	-0.009647394731639468;0.009647404662028349
NM_143123:s:25307689-25307909	-0.009647394731639468;0.009647404662028349
NM_001169177:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031867:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258565:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258569:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258567:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001297895:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258571:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258562:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031862:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258568:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258570:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001297894:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001103399:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001297893:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031864:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258563:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258564:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031865:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031866:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001297896:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001031863:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_001258566:s:2483124-2483386	0.009637162884693025;-0.009637170976682645
NM_140948:s:20318384-20318813	0.009633667401376014;-0.009633661444025108
NM_168844:s:20318384-20318813	0.009633667401376014;-0.009633661444025108
NM_001300199:s:20318384-20318813	0.009633667401376014;-0.009633661444025108
NM_164741:s:7203935-7204264	0.009614482030126135;-0.009614463309468852
NM_135560:s:10435995-10436189	0.009601129368139477;-0.009601134618278453
NM_143702:s:27156141-27156269	0.00960070603749974;-0.009600707774499033
NM_001275021:s:16414806-16414956	-0.009588584493500567;0.00958858033127283
NM_001275019:s:16414803-16414956	-0.009588584493500567;0.00958858033127283
NM_140636:s:16414794-16414956	-0.009588584493500567;0.00958858033127283
NM_001275022:s:16414821-16414956	-0.009588584493500567;0.00958858033127283
NM_001275020:s:16414815-16414956	-0.009588584493500567;0.00958858033127283
NM_206785:s:18409884-18410144	0.009583436870331901;-0.009583403243065614
NM_130624:s:2078832-2079644	-0.009578849699283905;0.009578834632943813
NM_001202269:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
NM_141589:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
NM_001316547:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
NM_001202268:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
NM_001170087:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
NM_001170088:s:8940482-8940634	-0.009576228929797596;0.009576208364446103
